VariableName,tip_cn,tip_vn,tip,tip_ma,tip_en,tip_th,tip_ph,tip_in,monRes
Defaults,,,,,,,,,
ID,tip,tip,tip,tip,tip,tip,tip,tip,展示人物资源
1,,Gợi ý nhỏ: Các thuộc tính được thêm từ nhân vật sẽ có hiệu lực ngay sau khi mở khóa.,Tip: Attributes added from heroes take effect immediately after unlocking.,Petua: Atribut dari watak akan berkuat kuasa serta-merta selepas dibuka.,Tip: Attributes added from heroes take effect immediately after unlocking.,คำแนะนำ: ค่าสถานะจากตัวละครจะมีผลทันทีหลังจากปลดล็อก,Tip: Ang mga katangiang galing sa karakter ay agad epektibo matapos ma-unlock.,Tips: Atribut dari karakter akan aktif langsung setelah dibuka.,
2,,"Gợi ý nhỏ: Sau khi mở khóa bộ sưu tập tướng, bạn có thể dùng chúng làm ảnh đại diện.","Tip: After unlocking the hero collection, you can use them as avatars.","Petua: Selepas membuka koleksi wira, anda boleh gunakannya sebagai avatar.","Tip: After unlocking the hero collection, you can use them as avatars.",คำแนะนำ: หลังจากปลดล็อกคอลเลกชันฮีโร่ คุณสามารถตั้งเป็นรูปโปรไฟล์ได้,"Tip: Kapag na-unlock mo ang koleksyon ng mga bayani, maaari mo silang gawing avatar.","Tips: Setelah membuka koleksi hero, kamu bisa menggunakannya sebagai avatar.",
3,,Gợi ý: Bạn có thể điều chỉnh tốc độ khung hình trong phần cài đặt.,Hint: You can adjust the frame rate in the settings.,Petunjuk: Anda boleh laraskan kadar bingkai dalam tetapan.,Hint: You can adjust the frame rate in the settings.,คำใบ้: คุณสามารถปรับความเร็วเฟรมในเมนูการตั้งค่า,Pahiwatig: Maaaring baguhin ang frame rate sa settings.,Petunjuk: Kamu bisa mengatur kecepatan frame di pengaturan.,
4,,Gợi ý nhỏ: Danh hiệu giới hạn thời gian sẽ không thể sử dụng được sau khi hết hạn.,Tip: Time-limited titles will no longer be usable after expiration.,Petua: Gelaran masa terhad tidak boleh digunakan selepas tamat tempoh.,Tip: Time-limited titles will no longer be usable after expiration.,คำแนะนำ: คำเรียกขานที่จำกัดเวลาจะไม่สามารถใช้ได้เมื่อหมดอายุ,Tip: Ang mga titulo na may time limit ay hindi na magagamit pag expired na.,Tips: Gelar dengan batas waktu tidak bisa digunakan setelah habis masa berlaku.,
5,,Lời khuyên nhỏ: Tôi nghe nói có người đã phát hiện ra một cửa hàng bí mật sau khi hoàn thành trò chơi.,Advice: I heard someone discovered a secret shop after completing the game.,Nasihat: Dengar cerita ada orang temui kedai rahsia selepas tamat permainan.,Advice: I heard someone discovered a secret shop after completing the game.,คำแนะนำ: ได้ยินมาว่ามีคนเจอร้านค้าลับหลังจากเล่นเกมจบ,Mungkahi: May tsismis na may nakadiskubre ng secret shop matapos tapusin ang laro.,Saran: Katanya ada yang menemukan toko rahasia setelah menamatkan game.,
6,,Mẹo nhỏ: Tiếp tục nhấp vào thanh năng lượng để xem trạng thái hồi phục năng lượng.,Tip: Tap the energy bar repeatedly to see energy recovery status.,Petua: Ketik bar tenaga untuk lihat status pemulihan tenaga.,Tip: Tap the energy bar repeatedly to see energy recovery status.,เคล็ดลับ: แตะที่แถบพลังงานเพื่อดูสถานะการฟื้นฟู,Tip: I-tap ang energy bar para makita ang status ng energy recovery.,Tips: Ketuk bilah energi untuk melihat status pemulihan.,
7,,"Mẹo nhỏ: Sau khi hoàn thành màn chơi, đừng quên kiểm tra bản đồ xem có hộp quà nhỏ nào không nhé.","Tip: After completing a stage, don’t forget to check the map for hidden gift boxes.","Petua: Selepas habis peringkat, semak peta untuk kotak hadiah tersembunyi.","Tip: After completing a stage, don’t forget to check the map for hidden gift boxes.",เคล็ดลับ: หลังผ่านด่าน อย่าลืมตรวจสอบกล่องของขวัญบนแผนที่,"Tip: Pagkatapos ng isang stage, huwag kalimutang tingnan ang mapa para sa gift box.","Tips: Setelah menyelesaikan level, jangan lupa cek peta untuk kotak hadiah tersembunyi.",
8,,Lời nhắc nhỏ: Nhất định đừng bỏ qua nhiệm vụ phụ thưởng hàng ngày.,Reminder: Don’t skip daily side quests.,Peringatan: Jangan abaikan misi harian sampingan.,Reminder: Don’t skip daily side quests.,เตือนความจำ: อย่าลืมภารกิจรองประจำวัน,Paalala: Huwag palampasin ang daily side quests.,Pengingat: Jangan lewatkan misi harian sampingan.,
9,,Mẹo nhỏ: Lượng sát thương gây ra trong nhiệm vụ càng lớn thì số lượng đồng xu nhận được càng nhiều.,"Tip: The more damage you deal in quests, the more coins you earn.","Petua: Lagi banyak kerosakan, lagi banyak syiling anda dapat.","Tip: The more damage you deal in quests, the more coins you earn.",เคล็ดลับ: ยิ่งสร้างความเสียหายมาก ยิ่งได้เหรียญมาก,"Tip: Mas malaki ang damage, mas maraming barya ang makukuha.","Tips: Semakin besar damage, semakin banyak koin yang kamu dapat.",
10,,Gợi ý nhỏ: Quái vật trong nhiệm vụ thưởng có thể bị ảnh hưởng bởi kỹ năng vật lý hoặc kỹ năng anh hùng.,Tip: Monsters in bonus missions may be affected by physical or hero skills.,Petua: Raksasa dalam misi bonus mungkin terkesan oleh kemahiran fizikal atau wira.,Tip: Monsters in bonus missions may be affected by physical or hero skills.,เคล็ดลับ: มอนสเตอร์ในภารกิจพิเศษอาจโดนสกิลกายภาพหรือสกิลฮีโร่,Tip: Ang mga halimaw sa bonus missions ay apektado ng physical o hero skills.,Tips: Monster di misi bonus bisa terkena skill fisik atau skill hero.,
11,,Mẹo nhỏ: Chiến đấu với các anh hùng cùng dòng trong nhiệm vụ thưởng có thể nhận được phần thưởng đặc biệt bổ sung.,Tip: Fighting heroes of the same faction in bonus missions may grant extra special rewards.,Petua: Lawan wira dari faksi sama dalam misi bonus mungkin beri ganjaran khas tambahan.,Tip: Fighting heroes of the same faction in bonus missions may grant extra special rewards.,เคล็ดลับ: สู้กับฮีโร่สายเดียวกันในภารกิจพิเศษอาจได้รางวัลพิเศษ,Tip: Lumaban sa mga bayani ng parehong faction para makakuha ng bonus reward.,Tips: Melawan hero satu faksi di misi bonus bisa memberikan hadiah ekstra khusus.,
12,,"Lời khuyên nhỏ: Nếu bạn chưa đồng bộ đội hình tấn công của mình với đội hình phòng thủ trong đấu trường, hãy nhớ thường xuyên kiểm tra và điều chỉnh.","Advice: If your arena attack lineup isn’t synced with your defense team, check and adjust often.","Nasihat: Jika pasukan serangan tidak selari dengan pasukan bertahan di arena, semak selalu.","Advice: If your arena attack lineup isn’t synced with your defense team, check and adjust often.",คำแนะนำ: ถ้าแนวรุกยังไม่ตรงกับแนวรับในอารีนา อย่าลืมปรับ,"Mungkahi: Kung hindi pareho ang lineup ng attack at defense mo sa arena, i-update ito palagi.","Saran: Kalau formasi serang belum disinkron ke formasi bertahan di arena, sering-sering dicek.",
13,,Gợi ý nhỏ: Tham gia bang hội để tìm những người bạn có cùng chí hướng.,Tip: Join a guild to find like-minded allies.,Petua: Sertai persatuan untuk jumpa rakan sepasukan sehati sejiwa.,Tip: Join a guild to find like-minded allies.,คำแนะนำ: เข้ากิลด์เพื่อหาพันธมิตรที่มีเป้าหมายเดียวกัน,Tip: Sumali sa guild para makahanap ng mga kaibigan na kapareho mo ng goal.,Tips: Gabung guild untuk temukan teman sevisi.,
14,,Gợi ý nhỏ: Cấp độ tướng không thể vượt quá cấp độ người chơi.,Tip: A hero’s level cannot exceed the player’s level.,Petua: Tahap wira tidak boleh melebihi tahap pemain.,Tip: A hero’s level cannot exceed the player’s level.,คำแนะนำ: เลเวลฮีโร่ไม่สามารถเกินเลเวลผู้เล่นได้,Tip: Hindi lalampas ang level ng bayani sa level ng player.,Tips: Level hero tidak bisa lebih tinggi dari level pemain.,
15,,"Gợi ý nhỏ: Phần thưởng vượt ải công hội tập trung ở góc dưới bên phải, đừng quên nhé.","Tip: Guild stage rewards are at the bottom-right corner, don’t miss them.",Petua: Ganjaran peringkat persatuan ada di penjuru bawah kanan.,"Tip: Guild stage rewards are at the bottom-right corner, don’t miss them.",คำแนะนำ: รางวัลผ่านด่านกิลด์อยู่ด้านล่างขวา อย่าลืมรับ,"Tip: Makikita ang guild rewards sa lower right corner, huwag kalimutan.","Tips: Hadiah guild ada di pojok kanan bawah, jangan lupa klaim.",
16,,"Mẹo nhỏ: Mỗi ngày, các anh hùng trong trung tâm huấn luyện chỉ có thể nhận tối đa 6 lần tăng điểm kinh nghiệm.",Tip: Heroes in the training center can only gain EXP 6 times per day.,Petua: Wira di pusat latihan hanya dapat EXP maksimum 6 kali sehari.,Tip: Heroes in the training center can only gain EXP 6 times per day.,เคล็ดลับ: ฮีโร่ในศูนย์ฝึกจะได้รับ EXP สูงสุด 6 ครั้งต่อวัน,Tip: Hanggang 6 beses lang makakakuha ng EXP kada araw ang bayani sa training center.,Tips: Hero di pusat pelatihan hanya bisa dapat EXP maksimal 6 kali sehari.,
17,,"Nhắc nhỏ: Sau khi nhận được lì xì, nhớ phát nhé. Phát lì xì là miễn phí, nhớ chia sẻ với mọi người.","Reminder: After receiving a red envelope, don’t forget to send one. It’s free!","Peringatan: Dah terima angpau, jangan lupa beri semula, percuma je!","Reminder: After receiving a red envelope, don’t forget to send one. It’s free!",เตือนความจำ: ได้ซองแดงแล้วอย่าลืมแจก แจกฟรี!,"Paalala: Pag nakatanggap ka ng red envelope, huwag kalimutang magpadala rin – libre ito!","Pengingat: Sudah terima angpao? Jangan lupa kirim balik, gratis kok!",
18,,"Lưu ý nhỏ: Sau khi thay đổi bang hội, có thể nhiều tác phẩm sẽ không sử dụng được vào ban ngày, hãy cẩn thận khi thực hiện.","Note: After changing guilds, some content may not be available during the day.",Nota: Tukar persatuan mungkin buat sesetengah kandungan tidak boleh diguna pada siang hari.,"Note: After changing guilds, some content may not be available during the day.",หมายเหตุ: เปลี่ยนกิลด์อาจทำให้บางเนื้อหาใช้ไม่ได้ตอนกลางวัน,"Tandaan: Pag nagpalit ka ng guild, baka may mga feature na hindi gagana sa araw.",Catatan: Ganti guild bisa bikin beberapa konten tak bisa dipakai siang hari.,
19,,"Gợi ý nhỏ: Khi bạn đạt cấp 20, bạn có thể mở khóa tốc độ chiến đấu x3.",Tip: Reach level 20 to unlock 3x battle speed.,Petua: Capai tahap 20 untuk buka kelajuan x3.,Tip: Reach level 20 to unlock 3x battle speed.,คำแนะนำ: ถึงเลเวล 20 จะปลดล็อกความเร็วการต่อสู้ x3,Tip: Ma-unlock ang 3x battle speed sa level 20.,Tips: Capai level 20 untuk membuka kecepatan bertarung x3.,
20,,"Gợi ý nhỏ: Khi bạn đạt cấp 35, bạn có thể mở khóa tính năng nâng cấp kỹ năng nhanh.",Tip: Reach level 35 to unlock quick skill upgrade.,Petua: Capai tahap 35 untuk buka naik taraf kemahiran pantas.,Tip: Reach level 35 to unlock quick skill upgrade.,คำแนะนำ: ถึงเลเวล 35 จะปลดล็อกอัปเกรดสกิลรวดเร็ว,Tip: Ma-unlock ang quick skill upgrade sa level 35.,Tips: Capai level 35 untuk membuka peningkatan skill cepat.,
